,date,UID,iso2,iso3,code3,Province/State,Country/Region,Lat,Long,Combined_Key,Population,cases,deaths,recovered
88738,2020-11-22,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,17424,357,16701
89028,2020-11-23,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,17454,357,16701
89318,2020-11-24,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,17466,357,16707
89608,2020-11-25,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,17535,357,16755
89898,2020-11-26,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,17553,357,16779
90188,2020-11-27,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,17569,357,16845
90478,2020-11-28,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,17589,357,16925
90768,2020-11-29,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,17608,357,16983
91058,2020-11-30,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,17647,357,16998
91348,2020-12-01,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,17665,357,17059
91638,2020-12-02,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,17700,357,17086
91928,2020-12-03,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,17730,357,17102
92218,2020-12-04,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,17857,364,17145
92508,2020-12-05,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,17898,364,17168
92798,2020-12-06,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,17916,364,17173
93088,2020-12-07,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,17931,364,17211
93378,2020-12-08,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,17963,364,17268
93668,2020-12-09,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,18062,364,17295
93958,2020-12-10,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,18091,364,17307
94248,2020-12-11,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,18161,365,17329
94538,2020-12-12,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,18217,366,17339
94828,2020-12-13,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,18274,367,17388
95118,2020-12-14,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,18322,367,17409
95408,2020-12-15,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,18428,368,17487
95698,2020-12-16,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,18456,369,17635
95988,2020-12-17,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,18504,369,17680
96278,2020-12-18,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,18575,373,17729
96568,2020-12-19,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,18620,373,17756
96858,2020-12-20,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,18716,373,17762
97148,2020-12-21,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,18768,375,17818
97438,2020-12-22,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,18881,379,17890
97728,2020-12-23,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,19122,380,17969
98018,2020-12-24,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,19234,381,18036
98308,2020-12-25,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,19571,381,18127
98598,2020-12-26,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,19671,382,18200
98888,2020-12-27,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,19834,383,18210
99178,2020-12-28,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,19943,384,18296
99468,2020-12-29,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,20177,385,18380
99758,2020-12-30,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,20462,386,18530
100048,2020-12-31,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,20725,388,18660
100338,2021-01-01,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,20997,390,18773
100628,2021-01-02,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,21230,392,18942
100918,2021-01-03,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,21582,394,19083
101208,2021-01-04,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,21993,398,19229
101498,2021-01-05,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,22645,412,19526
101788,2021-01-06,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,23495,417,19672
102078,2021-01-07,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,24297,423,19980
102368,2021-01-08,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,25326,441,20349
102658,2021-01-09,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,26567,464,20512
102948,2021-01-10,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,27728,469,20598
103238,2021-01-11,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,28596,471,20781
103528,2021-01-12,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,29757,495,21074
103818,2021-01-13,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,31100,509,21568
104108,2021-01-14,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,32800,514,22504
104398,2021-01-15,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,34278,527,24105
104688,2021-01-16,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,36074,537,25106
104978,2021-01-17,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,37605,546,26159
105268,2021-01-18,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,38207,559,27327
105558,2021-01-19,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,39515,578,28066
105848,2021-01-20,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,40949,585,29775
106138,2021-01-21,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,42213,597,31522
106428,2021-01-22,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,43333,610,32667
106718,2021-01-23,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,44592,627,34293
107008,2021-01-24,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,45337,639,35960
107298,2021-01-25,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,46146,660,38639
107588,2021-01-26,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,47622,672,40362
107878,2021-01-27,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,48911,688,41282
108168,2021-01-28,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,50319,705,42771
108458,2021-01-29,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,51624,728,44133
108748,2021-01-30,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,53352,745,45443
109038,2021-01-31,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,54217,763,48000
109328,2021-02-01,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,55042,780,49394
109618,2021-02-02,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,56233,794,49696
109908,2021-02-03,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,57489,804,50479
110198,2021-02-04,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,59003,812,51305
110488,2021-02-05,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,60427,828,52045
110778,2021-02-06,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,61427,839,53410
111068,2021-02-07,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,62633,853,54835
111358,2021-02-08,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,63573,869,56329
111648,2021-02-09,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,64610,881,58319
111938,2021-02-10,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,65573,901,58875
112228,2021-02-11,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,66598,914,59989
112518,2021-02-12,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,67681,931,61302
112808,2021-02-13,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,68454,940,62575
113098,2021-02-14,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,69437,951,62870
113388,2021-02-15,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,70248,959,63262
113678,2021-02-16,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,70823,974,63609
113968,2021-02-17,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,71677,983,64040
114258,2021-02-18,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,72467,991,65051
114548,2021-02-19,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,73203,1002,66013
114838,2021-02-20,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,73894,1016,66943
115128,2021-02-21,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,74503,1020,67944
115418,2021-02-22,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,75027,1031,68928
115708,2021-02-23,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,75582,1040,69436
115998,2021-02-24,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,76484,1051,69803
116288,2021-02-25,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,77171,1059,70800
116578,2021-02-26,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,77639,1066,72635
116868,2021-02-27,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,78202,1081,73609
117158,2021-02-28,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,78534,1091,74498
117448,2021-03-01,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,79002,1098,75087
117738,2021-03-02,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,79557,1104,75563
118028,2021-03-03,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,80090,1108,76299
118318,2021-03-04,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,80687,1109,76498
118608,2021-03-05,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,81341,1113,77081
118898,2021-03-06,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,82011,1116,77609
119188,2021-03-07,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,82421,1124,77943
119478,2021-03-08,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,82655,1132,78721
119768,2021-03-09,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,82897,1137,79162
120058,2021-03-10,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,83333,1140,79556
120348,2021-03-11,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,83913,1148,80027
120638,2021-03-12,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,84240,1149,80462
120928,2021-03-13,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,84474,1153,80599
121218,2021-03-14,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,84797,1158,81756
121508,2021-03-15,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,84950,1164,82375
121798,2021-03-16,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,85240,1167,82432
122088,2021-03-17,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,85502,1170,82457
122378,2021-03-18,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,85889,1175,82527
122668,2021-03-19,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,86059,1178,82714
122958,2021-03-20,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,86273,1178,83110
123248,2021-03-21,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,86449,1179,83258
123538,2021-03-22,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,86535,1182,83319
123828,2021-03-23,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,86779,1185,83478
124118,2021-03-24,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,86993,1187,83617
124408,2021-03-25,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,87318,1191,83895
124698,2021-03-26,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,87583,1194,84018
124988,2021-03-27,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,87583,1198,84264
125278,2021-03-28,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,87872,1200,84347
125568,2021-03-29,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,88012,1200,84464
125858,2021-03-30,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,88199,1202,84519
126148,2021-03-31,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,88418,1208,84592
126438,2021-04-01,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,88549,1212,84698
126728,2021-04-02,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,88730,1215,84825
127018,2021-04-03,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,88800,1215,85017
127308,2021-04-04,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,88930,1220,85068
127598,2021-04-05,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,89009,1222,85178
127888,2021-04-06,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,89071,1224,85338
128178,2021-04-07,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,89386,1224,85409
128468,2021-04-08,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,89592,1225,85446
128758,2021-04-09,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,89783,1226,85559
129048,2021-04-10,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,89918,1226,86813
129338,2021-04-11,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,90029,1226,88018
129628,2021-04-12,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,90064,1227,88077
129918,2021-04-13,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,90218,1229,88144
130208,2021-04-14,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,90389,1229,88241
130498,2021-04-15,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,90532,1230,88283
130788,2021-04-16,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,90750,1233,88414
131078,2021-04-17,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,90844,1234,88555
131368,2021-04-18,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,90918,1235,88718
131658,2021-04-19,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,90942,1236,88860
131948,2021-04-20,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,91042,1236,88900
132238,2021-04-21,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,91119,1238,88956
132528,2021-04-22,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,91189,1240,89117
132818,2021-04-23,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,91251,1245,89256
133108,2021-04-24,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,91317,1245,89403
133398,2021-04-25,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,91358,1246,89574
133688,2021-04-26,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,91378,1248,89678
133978,2021-04-27,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,91418,1249,89717
134268,2021-04-28,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,91484,1249,89743
134558,2021-04-29,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,91533,1250,89852
134848,2021-04-30,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,91586,1251,89933
135138,2021-05-01,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,91670,1251,90012
135428,2021-05-02,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,91693,1253,90082
135718,2021-05-03,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,91722,1253,90130
136008,2021-05-04,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,91804,1254,90166
136298,2021-05-05,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,91849,1255,90198
136588,2021-05-06,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,91946,1256,90264
136878,2021-05-07,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,92004,1256,90316
137168,2021-05-08,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,92057,1257,90363
137458,2021-05-09,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,92092,1257,90428
137748,2021-05-10,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,92112,1257,90501
138038,2021-05-11,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,92152,1258,90539
138328,2021-05-12,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,92211,1259,90574
138618,2021-05-13,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,92262,1260,90635
138908,2021-05-14,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,92356,1260,90699
139198,2021-05-15,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,92409,1260,90777
139488,2021-05-16,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,92436,1260,90816
139778,2021-05-17,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,92460,1261,90862
140068,2021-05-18,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,92520,1263,90892
140358,2021-05-19,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,92630,1263,90919
140648,2021-05-20,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,92754,1265,90955
140938,2021-05-21,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,92920,1266,91019
141228,2021-05-22,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,93106,1267,91102
141518,2021-05-23,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,93201,1268,91156
141808,2021-05-24,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,93279,1271,91200
142098,2021-05-25,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,93428,1271,91221
142388,2021-05-26,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,93627,1273,91239
142678,2021-05-27,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,93947,1275,91321
142968,2021-05-28,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,94430,1275,91443
143258,2021-05-29,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,94751,1276,91594
143548,2021-05-30,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,95050,1278,91752
143838,2021-05-31,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,95263,1281,91956
144128,2021-06-01,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,95821,1282,92039
144418,2021-06-02,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,96563,1284,92108
144708,2021-06-03,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,97388,1288,92320
144998,2021-06-04,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,98376,1297,92514
145288,2021-06-05,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,99540,1303,93036
145578,2021-06-06,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,100278,1308,93374
145868,2021-06-07,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,100765,1315,93694
146158,2021-06-08,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,101996,1321,93992
146448,2021-06-09,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,103763,1324,94189
146738,2021-06-10,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,105909,1332,94995
147028,2021-06-11,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,107974,1348,95674
147318,2021-06-12,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,110332,1365,96646
147608,2021-06-13,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,111746,1389,97756
147898,2021-06-14,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,113134,1416,98994
148188,2021-06-15,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,115824,1444,99895
148478,2021-06-16,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,118850,1492,100423
148768,2021-06-17,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,122244,1525,101885
149058,2021-06-18,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,125157,1554,103884
149348,2021-06-19,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,126973,1595,105960
149638,2021-06-20,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,129033,1644,108960
149928,2021-06-21,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,130631,1691,110450
150218,2021-06-22,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,133659,1744,111844
150508,2021-06-23,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,137026,1794,113109
150798,2021-06-24,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,140620,1855,115898
151088,2021-06-25,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,143215,1915,119411
151378,2021-06-26,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,146031,1967,121965
151668,2021-06-27,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,148568,2022,124582
151958,2021-06-28,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,149661,2091,126441
